X,y,Z
-14686,-1289,0 16335
-9870,-3452,10137
-13328,-2675,9678
-9430,1455 1,4522
-16726,2871,16261
-9649,-3559,8436
-10590,2011,11920
-15389, 292 1,2258
-8567,7698 8,175
-13347,7358,6520
-8002,-5011,7967
-14697,-3294,15233
-12540,-3633,14374
-10495,4863,11043
-13313,-1647,13873
-11135,4023,11743
-15173,-8046,12805
-9275,4010 8,462
-13270,-4376,12544
-11807,10256,13582
-11111,1139,9894
-12322,-3912,10552
-9112,-5506,10178
-14736,2735,13288
-10905,4750,8754
-9428,7707 7,65
-13099,3701,11406
-11201,-3197,11738
-14305,-6040,12440
-7694,-5505,5965
-12953,10806,10151
-14817,-1015,13320
-9294,3665 7,20
-13583,-408,11162
-12363,1193,12241
-13714,-3168,14347
-9750,5798 9,699
-12467, 75 12,929
-12804,1549,13153
-10516,-3083,8716
-10812,5789,8406
-11933, 415 1,2900
-12269,5709,11108
-8804,-8495,6621
-11306,5763,10531
-12568,-5049,14252
-11835,9855,9763
-10304,1786,8479
-12834, -6 11,689
-11565,-4859,11638
-14508,-1109,1 12919
-7966,4649 9,354
-15298,-3214,16142
-11639,11375,11011
-11494,1061,8600
-12607,-4475,11986
-11130,-3799,10909
-14497,3577,11258
-7794,2827 5,920
-14737,-1673,17716
-11140,6795,12739
-11550,-1962,8 12086
-10923,6549,9934
-13296,-9562,12039
-13454,14637,13495
-8892,-3614,7685
-12734,-5799,15577
-14693, 346 1,2727
-10680,-1405,9 12762
-12082,9064,9114
-9596,816 13,0
-16611,2492,12697
-8057,-6109,7680
-10856, 18 11,659
-13198,2242,14571
-11074,-5627,13876
-12182,4108,8493
-9780,-11347,12635
-16861,8347,14875
-12022,-8666,12159
-9937,12314,11173
-13815,-1505,16160
-12420,-5440,13611
-12077,-7408,11420
-10737,11283,14366
-12058,10206,9901
-13110,-3396,10180
-8859,1232 1,283
-15750,-1621,4 14135
-10619,1427,12923
-12986, 99 10,778
-9910,10764,11741
-13229,2156,10391
-14105,-6320,10873
-8574,-7108,9540
-15956,-3484,16591
-9302,1172 1,1257
-12883,5259,12429
-10411,1047,13158
-13724,-5956,12129
-11751,2351,9715
-9986,871 92,3
-12700,1959,13661
-12493,1539,11219
-10987,-1227,8 11775
-12644, 180 1,2895
-13470,-1070,9 16751
-12893,10970,11609
-10628,-3382,9755
-13234, 56 15,667
-13279,-8254,13847
-9155,-2756,10067
-14592,-2946,15618
-8450,2249 1,652
-13091,-8300,13128
-10464,1959,10173
-12122,-9359,12152
-13755,6659,12354
-7132,427 92,93
-15117,2813,13527
-11732,-1689,6 14180
-10720,6347,8410
-12907,-8007,14831
-11940,16976,11462
-13108,-3982,12247
-9951,3857 1,33
-14592,-8944,14123
-11636,4281,12663
-11197,4661,8709
-10710,6122,10142
-11690,-2925,13038
-14935,-4797,13447
-8781,5855 9,547
-13849,-8214,14448
-13912,7647,16784
-11845,-7259,11039
-11537,-2838,11271
-12989,-4972,13940
-14567,-4527,15669
-9479,10284,6883
-10096,1270,10866
-14558,-1847,16315
-10136,-4723,8942
-11070,-3285,7780
-10161,7717,9256
-13816,-3952,14171
-10922,17920,7022
-10163,-1805,9 10668
-12635,9436,11901
-12128,-2050,0 14634
-12323,15720,8351
-9292,-6323,9031
-14377,15054,12480
-10858,5933,9384
-12304,-5965,10601
-10765,1348,10398
-12454,-6364,13800
-12731,1213,13772
-10690,7727,8901
-11852,2311,12107
-13892,-123,10995
-10263,-5355,10505
-12276, 455 1,576
-12367,-2637,14560
-11148,8648,10512
-13135,-3309,13703
-9692,5582 9,507
-14396,-1080,6 13629
-11731,-2605,12345
-11581,5865,10402
-12137,-1480,12532
-10896,7794,10460
-12365, 120 1,854
-11382,-9848,11892
-12189,3947,10662
-10703,-685,9365
-11107,5770,10322
-12455,3111,12791
-10451,-2514,11093
-13265,1605,11648
-9565,-2573,9962
-14030,-2914,12664
-11077,11004,7617
-9988,-630 1,881
-14451,-4105,14774
-10515,-2301,12913
-13175, 15 12,293
-9787,5959 1,392
-13858, -55 1,2450
-13596,-1279,12314
-9762,1411 8,348
-12908,1423,10405
-10779,-5190,12636
-12931,10026,11792
-9637,-14775,10371
-11688,12937,8287
-12503,-5540,14561
-13275,6989,12458
-10377,-3482,8208
-12604,-1500,13535
-12464, 157 1,4768
-13009,-4902,11814
-9216,-42 95,12
-13417, 904 1,2433
-12245,-4021,13422
-12172,7141,7570
-11641,-9077,12726
-10873,7391,13150
-14280,-9321,14613
-9094,107 92,82
-11588,-3181,11517
-12131,3582,13524
-13308,-1111,13071
-9761,3854 8,138
-10965,-3605,10613
-14437,-8930,17048
-11909,-183,10420
-9745,-12736,12612
-13543,15798,13612
-12995,-9712,15132
-12527,6314,11184
-9050,-8008,10610
-15255, 632 1,5931
-12066,-2161,10605
-7980,7097 6,789
-13514,1455,13521
-11699,3611,12508
-13420,-4536,11332
-8971,-3442,8459
-13667,8639,17423
-13387,2226,12981
-8296,4535 7,704
-12945,-7393,12694
-13436,-7261,16471
-13631,-4676,10857
-10676,-3696,13331
-12078,11532,13630
-16160,-1327,8 19416
-9269,9568 5,956
-12101,-2000,1 10540
-11257,18935,9407
-13664,-1472,3 14014
-7716,15848,5976
-12006,-8723,13298
-14687,-1959,17340
-10581,-9931,11482
-11128,2040,10358
-13982,1227,16850
-14048,-206,13036
-11137, 717 1,1460
-10681,-4526,10341
-15151,-1312,2 19536
-10492,2258,9191
-8557,-6723,7176
-13711,10058,13185
-11453,-992,12293
-10483,1704,6177
-9340,-1937,9053
-14127,-1866,13239
-12126,-8625,13540
-11258,-9091,12472
-10059,15579,12380
-16044,-1690,7 19282
-11036,19127,6876
-10484,-2293,3 9093
-14703,13737,16283
-12584,-3819,11969
-10499,4265,10453
-9973,7589 8,261
-13524,-1479,1 15917
-11668,7499,7122
-10731,-5501,6250
-10730,9622,12848
-14978,2403,14209
-8589,201 93,40
-13651,-1300,11883
-11116,-614,13428
-13839,7100,9269
-10176, -55 8,520
-10733,9106,10008
-14011,-8992,14366
-10635,6935,8154
-12135,-1075,9 10455
-12304,6969,12756
-12685,-446,12007
-13184,7269,9354
-10003,1951,8924
-13137,2277,9446
-11545,-3295,10643
-11880,-1396,10239
-10318,-3040,11048
-11219,6337,13216
-14264,-2838,14754
-8412,-1534,9210
-14352,-4434,8813
-10410,6883,6996
-10838,3326,9947
-12519,2335,11046
-9381,-2028,10877
-13860,-2146,12589
-11937,-9082,11817
-12496,12978,9385
-12349,6724,9023
-11002,8447,11154
-13817,3435,12054
-8983,-3489,10137
-12063,15731,7404
-10469,-1535,4 11479
-11956,15324,8280
-11241,-1234,6 10965
-10805,13150,11618
-14300,-5940,13032
-8353,10474,7652
-12851,-2007,11028
-12952,-342,11809
-12010,-3381,11098
-13441,3841,11281
-9748,4842 1,1242
-16384,1723,12885
-8652,-6310,10177
-12839, 185 1,2031
-12959,-377,15101
-11554,8646,9957
-11177,2687,10024
-11250,1398,11232
-12918,-7060,12855
-11130,-4211,9557
-9109,-865 1,2651
-13806,2085,16784
-10127,-1664,10992
-11891,3253,8153
-10085,-1154,9739
-14586,-5485,13100
-10770,5950,7817
-7675,-2893,6932
-16539, 731 1,6944
-9876,2110 1,573
-12795,-7100,12106
-10545,15085,9714
-14684,-8561,15808
-11730,5453,9049
-7447,-1954,5959
-15433, 308 1,5868
-11484,-2213,12818
-9334,277 59,48
-11240, 535 1,1837
-14192,-5025,16132
-13287,-427,12215
-8795,-481 1,139
-14299,8394,14490
-12993,-7429,15449
-11030,8323,6205
-10809,-1270,6 11355
-13289,7729,14955
-13867,-7240,12611
-9283,4987 9,911
-12917,-4580,14893
-11777,-340,11902
-10272, 367 7,994
-12271,-3113,12348
-11484,-4770,14756
-13761,1518,13012
-9840,-1615,11982
-11301,-400,11040
-12983, -73 1,2472
-8934,5029 5,52
-11200,-7681,8241
-12067,5451,12193
-13146,-1351,13073
-11208,-772,12438
-13260,1702,14028
-12750,-3479,11852
-12050,-1188,12072
-12626,5966,10417
-10481,-1377,9237
-12954,7173,13448
-10853,1706,9871
-10462,-9799,10465
-12052,10711,10417
-10005,-1234,9 11657
-13087,5972,11335
-12121,4691,8055
-10435,9222,8837
-15203,2057,14917
-11395,1149,11570
-13444,-6278,13425
-10948,6003,7985
-12872, 721 1,2978
-13740,11891,10100
-9491,-3641,8986
-13908,1554,13548
-10994,-5877,12829
-13151,-3132,13572
-10982,5544,11200
-9944,4852 8,966
-14675,-714,13162
-8337,5850 7,84
-12015,-3390,9403
-10715,12898,9392
-12534,-9898,11810
-10195,-1680,9299
-11445,4001,8965
-13551,4280,11825
-9993,6525 1,830
-11493,7714,7455
-12375,-4705,11221
-13184,-2478,13465
-12144, 351 1,2705
-9315,4367 8,319
-11992,10846,10240
-12129,-7711,11762
-9969,2721 6,446
-12862,-844,10415
-10477,6220,10831
-13241,6401,9983
-10221,-2387,9598
-12229,-727,11827
-12723,-4505,13063
-12733,7152,12119
-10158,3210,9213
-14136,-8143,15616
-13840,3727,11828
-11065,-1175,0 10946
-11957,12115,9526
-9654,7265 1,740
-12259,2947,10783
-9556,-327 9,658
-12411,-7802,13238
-11032,-568,9656
-10892,1336,7366
-9193,7071 9,217
-14304, 572 1,5490
-10848,-3777,8842
-11809,-4045,7916
-12287,5261,11793
-12916,9055,12626
-12702,6963,8083
-9324,5029 8,156
-13446,-4939,12085
-12408,-5474,9476
-9950,7017 8,363
-11458,13513,10514
-13358,-3842,14421
-12351,6716,10804
-9469,-11674,9223
-14174, 322 1,2197
-11757,4503,10672
-10378,3664,8382
-11718,-874,9837
-12079,2039,14349
-14485,-1274,1 14700
-8628,9850 6,912
-13549,-4813,11638
-12828,8940,11765
-10520,2720,8521
-12197,-3398,12602
-11661,3827,12292
-12111,-4450,8724
-12300,2242,12607
-12424,-3399,12666
-12923,-4092,14307
-10573,1943,9546
-12234,7123,11718
-10970,2499,10652
-10930,1938,8311
-12150,-8957,12739
-12294,-2742,13312
-12351,-2108,11097
-10106,3661,13377
-14727, 189 1,6432
-11833,-4880,11073
-12033,-5181,10980
-12402,2787,11756
-12948,1164,15104
-12234,10010,11377
-8540,-4542,11059
-13019, 757 1,853
-12301,-1008,9 12373
-11221,5536,8313
-10630,-3431,11911
-14924,4899,17955
-13474, -99 1,3913
-10293,-6013,12529
-11524,7159,11456
-14275,-8443,14442
-9764,8020 8,396
-12008,-5246,8963
-11905,2472,12199
-13348,-1500,13553
-9621,43 857,8
-11759,-1014,10248
-14071, 313 1,2986
-10818,-3319,10443
-12058,5665,11496
-11738,9004,12230
-13539,-9084,15190
-11806,6925,8899
-10107,-1178,7 10393
-15067,2812,14646
-11043,-4601,11888
-11537,6114,9052
-13372,-2450,12744
-10608,8816,10174
-15391,-1071,5 14501
-7856,6756 7,709
-15384,-1639,8 17934
-9632,8676 1,1975
-12623,-5597,11940
-11644,3169,11464
-11359,8860,9556
-11846,-1067,6 10073
-10357,4196,12306
-14181,-1219,6 16779
-11220,2328,12253
-11581,-4484,10774
-14554,1525,15269
-11704,2571,11147
-11593,-3199,11662
-10517,1865,11297
-12740,-1359,0 14441
-13078,6476,10820
-6973,-1548,5342
-14291,5744,14787
-11053,2049,12690
-12168,-4312,8833
-11096, -10 8,676
-11887,-3333,13348
-13266,5023,12839
-9287,1462 9,162
-13035,2823,10301
-12095,-9772,16916
-12726,19855,8928
-9657,-13994,6079
-12509,19609,10642
-13562,-1031,8 11581
-11181,-6073,11027
-11420,14349,8597
-12731,-1242,1 14648
-10458,18434,6611
-13786,-5852,9324
-11643, 599 1,3363
-14761,-2482,12194
-9489,8396 9,860
-11896,1945,12349
-12279,-2999,13815
-10906, -8 74,59
-12238,-3434,9620
-10353,5760,11019
-14086,-2122,11779
-8595,10274,6262
-12590,-4213,11513
-12263,-5854,13588
-10758, 344 1,624
-13822,-1698,11462
-10639,4502,11406
-12855,6027,11870
-11659,2118,9323
-10776,-4386,10762
-13387,-1130,5 13732
-8586,4861 9,332
-13719,1938,12716
-9382,474 11,190
-13374,-4424,11511
-10927,1673,7335
-10765,-6635,13002
-12525,5499,11613
-9482,-4349,9469
-12830,2500,13398
-13183,-5592,14058
-11162, 341 8,939
-13764,4505,12207
-10125,4903,11526
-14255,-2647,12790
-10424,-2966,9999
-11368,6165,11331
-14403,-6291,16510
-9918,12439,8116
-12191,-1114,1 13359
-12116,1692,14922
-14369,-5087,13540
-10109, 8 114,40
-9450,7878 8,360
-14064,1741,14859
-10152,-2985,9308
-11493,-5822,10460
-10375,1042,12547
-14237,-830,13743
-12154,3875,10978
-7957,-4947,6638
-13666,4666,14984
-14439,-3967,12278
-9789,-1126,8415
-10822,5701,9916
-12618,-2597,12074
-14765,-5373,14707
-8248,4674 4,649
-11706,-1011,2 13633
-14132,13604,12645
-12180,-1088,8 14110
-10585,14359,7346
-12217,-9326,12208
-14961,7147,12175
-8350,-2778,7554
-11346,10282,10131
-11687,-5960,12180
-11809, 989 1,1734
-12488,-5332,10296
-11892,4703,10261
-15477,7800,16007
-8340,-863 8,21
-13552,3704,14791
-14650,-4068,15492
-9515,-5212,9461
-13039,1411,11965
-11341,5543,12848
-13349,-7561,14307
-10017,3764,7644
-11044,-6088,11714
-13691,1565,14235
-10294,-3857,10266
-11775,2519,10219
-11435,2566,13664
-15990,-7820,17383
-9562,-1931,11580
-11448,-3758,11894
-12737,-1417,14563
-11387,1378,10657
-10808,3670,9243
-10964,-3576,9766
-11779, 110 1,2558
-12458,1186,9748
-8428,-2456,7338
-14966,5061,14184
-12028,-4030,13392
-11383,-588,10552
-13307,3757,11441
-11537,-902,13371
-13420,5415,11605
-9885,1173 1,44
-12077,2090,10612
-11767,-6537,14180
-12840, 257 1,1172
-11329,1427,10756
-12502,9772,13238
-11387,1220,10350
-12204,-2301,13164
-12123, 420 1,332
-11359,-9770,11373
-12443,18498,8358
-11704,-4204,10907
-10699,4048,10214
-12559,-5895,10728
-12051,-4072,11814
-11626,-110,-11999 3836 10878
-10637,5982,11030
-13501,-1630,11550
-11194,-3931,10959
-11343,5859,11220
-12956,-479,12224
-12148,-1338,12317
-11596,1016,9301
-12658,-2086,14396
-13480,8092,11273
-10642,-3747,10354
-12382,5788,10762
-12327,-9520,12609
-12241,-1278,8 12759
-9614,6728 8,558
-12971,-5582,15959
-11793,14761,9627
-11034,-1176,0 8799
-11141,12094,6774
-12344,-1439,8 12382
-12642,3631,12442
-10045,5182,8436
-12730,1232,13373
-13191,1860,14134
-12627,-8951,13203
-12703,-1228,4 11485
-11560,8225,13064
-14142,-4325,14763
-8400,10391,8329
-12118,3335,11218
-11717,-1032,2 10879
-11266,-9279,13158
-13984,-1479,11731
-9695,-9207,12421
-14203,14676,12016
-11523,-7396,13533
-11051,11894,8764
-11570,-4233,11199
-9650,1200 1,784
-14479, 184 1,3494
-9526,3409 9,192
-13532,-3081,12511
-10226,2424,10962
-14521,-9418,16553
-12061,8860,12955
-9317,-7231,10860
-14563,13440,11918
-10191,-8525,11070
-11961,6074,9007
-10913,-5941,11107
-11975,9113,12285
-13168,-1254,5 15249
-8661,7882 6,718
-13359,-8356,11621
-11818,8565,10450
-13464,-4352,11567
-10137,6838,10417
-13581,-977,10590
-12756,-8357,15024
-11674,6273,10110
-10930,-8515,10300
-12122,4204,14028
-14543,-1604,14692
-9066,5981 8,795
-11966,5153,9130
-12019,-1469,14934
-13013,-1004,11128
-9492,-7231,9067
-12563,9723,11562
-14280,-3466,16475
-11484,7481,8655
-9958,-4871,8560
-13025,-3962,15792
-14204,-4698,15569
-10523,3246,10465
-10718,5217,11814
-14023, 988 1,5129
-10966,-6816,10897
-12222,-6261,10962
-10299,2155,14626
-14704,3209,15595
-9226,1455 8,847
-11428,-1645,10086
-13140,-1715,3 15859
-12336,5996,12849
-11469,-5199,10975
-9304,10668,12827
-14793,-2659,16090
-10735,-2117,11170
-10843,2757,10003
-12318,-5989,14432
-11326,5126,11235
-12240,-8574,9838
-8862,10236,8737
-14302,-2535,15654
-9463,6624 6,366
-10321,-818,10214
-15270,-358,15977
-12071,-7258,13410
-13104,4877,9294
-8698,9627 9,630
-15316,4709,16797
-10436,-943,8288
-11301,-1360,9 10473
-11118,3698,10818
-12311,-6922,14063
-12733,18419,8811
-9001,7866 9,247
-13275, 139 1,1789
-12491,-1437,1 11805
-11900,6220,9466
-11172,4380,11973
-12734,10148,13340
-12977,-3096,14522
-11835, 643 9,377
-12803,-1463,9 13638
-12537,8815,11875
-10962,-3855,10237
-10486,9784,9271
-12798,-1143,9 10980
-12101,-9271,11879
-11241,6779,7556
-10899,-7310,10984
-12266,4066,12417
-12269,-1047,8 11355
-10203, 124 1,190
-12544,-6058,12943
-11766,8649,13199
-14347,-2358,14617
-10253,5328,9138
-12811,-1165,8 11945
-12948,1148,11330
-10706,3036,8482
-9574,5873 4,187
-8746,7688 7,745
-15095,-3632,12988
-10000,-4557,9105
-13056,-6940,11137
-11180,11024,9251
-12575,2392,11726
-12386,11747,9978
-9939,-784 1,1079
-14928,-417,14559
-12425,-6299,13583
-11300,9232,10608
-11770,7761,10932
-12235,-1707,13323
-13877,3537,11868
-9996,-5532,8449
-10556,7338,9572
-12705,-6988,13350
-11118,4445,10541
-10624,-7956,9876
-10919, 361 1,3115
-14681,-501,15998
-10999,2044,10782
-10265, 736 8,983
-13544,-1808,12972
-11600,-6211,10311
-12186,4585,8715
-8731,-1947,10046
-15481,2175,14513
-10389,-1710,7930
-11679,-5342,7892
-12228,5997,10712
-13044,-3953,11590
-9925,13761,5805
-11509,-8897,12167
-13955,4573,14841
-12047,-1677,5 14651
-11063,9395,7946
-10290,-1810,13914
-15007,8562,12694
-10348,-8065,7785
-11385,6029,8686
-12184,-9140,13954
-14116,-1629,13442
-9705,-2559,8370
-12431, 833 1,1810
-11633,-1678,13112
-12772,2687,10264
-11218,-884,9939
-11233,8028,11267
-13346,-3326,13590
-9133,-2265,6020
-12217,4042,11186
-12776,-8001,13186
-11682,8763,9420
-12064,2654,9841
-12607,1103,13799
-13164,-4246,14104
-12395,-3151,10428
-10401,9418,11994
-14594,-9129,18753
-10761,12049,10138
-12788,-1594,7 10148
-10435,2814,10501
-12739,-8836,11264
-10254,1530,9969
-10946,-2254,12536
-11612,-4032,15886
-12267,-9628,13919
-12797,5591,11541
-11701,-8932,11791
-10875,8183,10252
-12780,-1357,10298
-9999,-5313,9411
-12090,7917,11348
-11119,-9871,8649
-9782,1046 7,468
-14029,-3510,11072
-11225, 918 1,1019
-13066,2694,10410
-10380,6427,12154
-14229,7961,14589
-10739,-4966,9889
-11818,3319,9662
-10385,-2394,8564
-12503,-6240,12366
-11576,10405,7166
-10800,-9192,11346
-12127,13063,11541
-13873,-2224,5 15938
-12385,4204,10283
-12438,2882,10806
-11546,11485,10712
-12089,4788,12117
-11721,-134,12165
-12062,-5854,12808
-11672,-7544,13390
-11273,9225,10155
-11798,2160,9541
-12028,1866,11070
-11903, 872 9,547
-12534,-2951,13462
-11814,10923,10134
-13461,-1608,0 15227
-8893,20323,6287
-13148,-1968,4 15651
-12357,14224,11007
-10952,-4579,9360
-11055,7749,9592
-11019,-3482,9820
-13368,-8735,10702
-9996,-8022,9802
-13020,5420,14164
-12922,-4876,15182
-10863,12537,11961
-12971,-1015,4 12427
-11769,3408,12612
-15482,-1197,8 13559
-6509,15960,4632
-12809,-1559,14303
-11747, 874 1,1778
-10002,-1067,5 9549
-13329,-3626,11254
-11084,1595,12184
-14786,5566,14990
-10334,5886,10339
-10330, 356 1,907
-13956,-1090,0 14566
-11754,2046,11057
-10784,3766,7506
-8780,-596 9,890
-15871, 103 1,4734
-10104,-7786,9726
-10181,-5150,9171
-13796,1095,13262
-11181,-4169,14636
-13886,15343,11408
-9456,-3175,10643
-14521,-7486,17729
-13099,-1347,4 12627
-9835,6210 6,896
-11518,1360,11823
-11264,3903,10935
-12175,-7521,11319
-11097,-7131,10137
-11185,-971,11030
-12592,-903,13313
-13241,7309,12324
-10852,-9274,11770
-12129,6221,9726
-13550,-7651,14922
-11895,10536,12861
-10434,3901,9054
-11610, 823 1,332
-11527,-2475,9331
-10925,-278,8384
-11223,-5908,9189
-10458,9134,9694
-13741,-2028,12529
-10823,5273,11901
-14561,-5950,14288
-11699,5020,8985
-12214,-2379,11005
-12577,12023,11823
-11161, 800 1,515
-12537, 302 1,223
-11658,-3972,12031
-12564,-5900,12353
-12425,2189,10542
-11255,9512,11429
-12651,-5493,12874
-10834,9539,11326
-14591,-5374,12420
-10259,-1853,10249
-11568,5926,8844
-14217,-1347,3 14494
-10992,6855,12267
-12884,-4771,12659
-11244,-4146,14934
-13233,8349,14080
-11318,-1041,2 11241
-9745,5468 9,128
-13911,-2232,13313
-9330,-6131,13629
-13673,7064,11769
-8269,-7673,8466
-14303,-119,14782
-10629,-8399,11319
-12856,-3940,12243
-12320,9994,11374
-11941, 747 1,5172
-14431,7796,15274
-8917,-5079,10955
-12447,-1816,11906
-12394,-9580,15774
-9793,7861 7,452
-11102,-2974,9511
-10683,8254,11638
-14238,-7288,12826
-9747,-1694,10548
-12193,2675,12239
-12429,4729,13337
-12495, 651 1,2316
-10801,21124,8011
-12367,-1446,2 13758
-13149,15123,10235
-10388,-1218,1 10076
-11327,2642,11017
-11422,-5866,12510
-11983,5958,8632
-10499,5025,9312
-13178,13398,12072
-10184,-2618,11147
-14252,-4747,12282
-10764,-619,12961
-14174,-7404,15502
-11241,10706,10126
-10742,13654,8322
-12749,-7445,11884
-12283,3517,8607
-12942,-2327,5 10736
-10345,7106,8898
-11914,8807,13729
-12594,-2544,11868
-10456,5535,11399
-15645,-1528,2 14302
-10214,-3403,11434
-13271,5321,9182
-9476,6667 8,780
-12334,8860,10707
-13515,-1590,0 11804
-8236,-11114,8689
-17166,-6666,17628
-9772,-831 1,1734
-13713,8107,12230
-11260,5196,10745
-11122,-3446,11300
-12970,-475,10636
-9327,-1393,9116
-11857,2209,12086
-10154,-7119,10008
-14042,-5849,13174
-12282,-1170,11842
-11785,-7368,15298
-14891,8173,13786
-11284,-8823,16463
-14502,9662,13849
-9621,-10040,10402
-11947,9296,9467
-11799,4346,10082
-9844,1574 9,678
-12480,-2826,11232
-9825,-14114,12020
-14087,-8276,12579
-9598,-816 1,2567
-13094,14134,10760
-9910,4341 1,567
-15098,4822,12852
-8991,-8396,9578
-13824,1415,14460
-12344, 219 1,4088
-10571,-708,10575
-11731,1597,10523
-11754,-3287,12784
-13627,-7877,13213
-9215,7160 4,863
-11639,-789,11672
-11448,2640,11420
-12571,-1061,1 13411
-11942,-662,10355
-11260,-1945,15503
-14045,5367,13247
-11270,-6042,11342
-14516,3997,11360
-10553,-6013,12053
-14194, 363 1,4088
-11733,5296,10578
-10753,-6243,12558
-13745,5890,11855
-11588,-3502,14128
-14251,-3534,13208
-8841,3214 1,118
-14088,-4167,15899
-10108,4416,10724
-10588,-7879,9982
-12430,3886,13325
-12440,-4039,11849
-10953,6959,10612
-11575,-4000,10199
-11238,7883,12386
-14708,-5719,13929
-8618,1647 8,86
-14650,-251,13722
-11192,-6855,16189
-15441,5455,14302
-8956,-124 6,976
-13347,4004,12794
-13638,2249,13057
-10733,-796,10201
-12255,-1199,10417
-9896,4646 1,2135
