X,y,Z
-2312,-233,2812
-4139,-459,4657
-2669,-562,1957
-2771,-261,9 2918
-3216,2149,3195
-3712,-733,4422
-2801,691,2128
-1649,-432,2110
-4186,675,4481
-2939,-802,3468
-2243,40 1,136
-2804,-177,2087
-3165,942,3102
-3997,-719,2831
-1550,1211,1708
-3591,846,4288
-3560,213,4252
-2488,-131,0 2591
-2824,620,2354
-2657,663,2769
-3694,1145,2717
-2272,-43,2154
-2494,-212,2923
-3373,-881,3656
-2926,311,3343
-2934,82 2,828
-2783,647,2901
-3740,-176,3709
-2847,-749,2192
-2227,616,2475
-3429,-403,3343
-2681,453,2992
-3031,-359,2245
-2127,692,1781
-3216,-580,3259
-3397,-764,3023
-1529,586,2063
-4120,-567,4399
-2187,-5 2,918
-3574,-127,3 3561
-2400,1055,1944
-2580,-118,6 3037
-4247,-203,4068
-2157,13 2,202
-3111,1654,2754
-2488,-810,3428
-2881,1182,2941
-2950,-154,1 2398
-1588,2039,1724
-4300,-183,7 4359
-2718,2182,2616
-2898,-139,5 3129
-2999,16 2,797
-2778,-251,3295
-3978,2518,3092
-1868,-118,0 1910
-3100,1597,2398
-3754,-158,5 3811
-2146,828,3157
-3397,-845,3132
-2164,-194,2505
-3894,-329,3849
-3115,-363,3252
-2562,-285,2559
-3305,2301,2535
-2433,-466,2929
-3567,-174,3184
-2011,-239,8 1798
-2733,369,2512
-3641,791,3343
-2347,1009,3032
-3260,1304,2065
-2203,-148,0 2668
-3871,350,3667
-2717,-146,0 2659
-2429,1574,2512
-3820,631,3815
-2795,-740,2909
-2907,-306,2531
-3073,-351,3038
-3065,441,3160
-3507,1619,2788
-1945,363,1846
-3501,373,3743
-2924,-504,2895
-2728,401,2308
-3462,-794,3675
-2457,-83,3070
-3973,-210,9 3615
-1621,1766,1807
-3474,-502,3561
-2983,1916,2964
-2453,-918,2271
-3173,-157,1 2634
-2083,925,2390
-4172,-222,3608
-1306,2086,1001
-3091,-258,8 3122
-3978,-521,3893
-2550,-978,2748
-3213,2093,2628
-2245,2088,2956
-3920,-229,5 4483
-2421,-202,3 2027
-2226,-223,2 2437
-3653,1878,3595
-2591,99 3,257
-2666,-493,2315
-2639,-918,2296
-3224,-159,0 3894
-3523,1594,3009
-1595,1617,1853
-3320,1216,2911
-2879,-217,5 3266
-2835,-158,2728
-2624,120,2311
-2662,1412,3820
-4364,-298,4429
-1814,-110,9 1250
-3528,-100,6 3492
-3230,987,3511
-2734,882,2382
-3144,869,1625
-1868,-216,1 2499
-4013,1481,3202
-2396,135,2079
-1580,2587,1665
-3772,-998,3517
-2836,-707,3106
-3417,-175,7 3110
-2539,1745,2532
-3325,941,3778
-3675,1609,3051
-2151,-283,2 2554
-3208,-814,3244
-2923,-118,1 3477
-3194,2644,2872
-2570,1014,2095
-2347,-692,2635
-4239,-229,3 3028
-1706,-699,1723
-2974,3453,2482
-2761,1947,2527
-3005,-113,4 3474
-3647,-112,9 2994
-1370,-245,1245
-3983,1747,3332
-2359,1469,2760
-2817,-102,9 3062
-3494,-103,7 3123
-2015,1305,2861
-4166,937,3906
-2339,1936,2392
-3047,-139,3 2215
-2882,-573,2971
-2765,1262,2759
-3458,-153,3501
-1978,1246,2270
-3467,-206,8 3244
-3291,-601,3239
-2914,-584,3094
-2794,2959,1683
-2496,846,3287
-4014,-89,4150
-2337,-325,5 2113
-2118,198,2003
-3847,653,3137
-2152,1125,3120
-3436,-945,2045
-1882,-177,0 2109
-4118,-121,2 3940
-2782,1306,2822
-1645,2185,1487
-3424,-384,2732
-2932,-122,6 3416
-3334,-153,3 2432
-2231,504,1715
-2664,2372,2852
-3731,339,3858
-2107,788,1503
-2891,-145,6 2432
-3303,963,2572
-3283,-567,3384
-2930,-117,2464
-2127,120,2792
-3705,1712,3794
-2363,-286,2262
-2341,600,1856
-3502,-173,2 3311
-2900,73 2,352
-3118,489,2041
-2177,1395,2827
-3641,264,4772
-3326,-151,3 3084
-2080,-128,6 1515
-3669,469,2821
-2849,1815,3012
-3193,871,2129
-1997,-729,2355
-3093,-176,5 3886
-3974,-182,8 4467
-2032,2270,1775
-2977,236,2663
-2967,2296,2670
-3826,-128,9 3426
-2209,-590,2008
-2795,-888,2996
-3602,-154,3514
-2373,-486,2711
-2805,661,2707
-2554,451,2168
-3285,533,3519
-3515,-278,2927
-2030,-135,1 2686
-3754,-142,3498
-2579,469,2601
-2782,2229,2389
-2812,1984,2477
-2663,-137,4 2926
-3779,-233,2 3402
-2422,1286,2660
-3071,2134,2677
-2398,2433,2705
-2869,89 2,824
-3478,-365,8 2590
-2197,-149,0 2470
-3727,373,3216
-2017,3828,1965
-3207,261,3496
-3110,-116,1 2600
-2490,-207,2 2059
-3685,2336,3017
-2285,1650,1739
-2895,2785,2540
-3367,-649,2898
-2363,-134,7 2634
-3649,-72,3273
-2193,1868,1871
-3534,739,3312
-2988,-39,2271
-2463,-268,9 2075
-3644,516,3097
-2633,437,3217
-2998,-784,3024
-2373,-603,1746
-2505,-130,2 3324
-3921,1323,3257
-2104,638,1780
-2718,149,1697
-2860,-273,1 3369
-4027,-143,5 4835
-2658,139,2515
-1666,2534,1823
-4234,2598,3940
-2823,-174,4 2901
-3010,-145,0 2689
-2482,-182,7 3046
-3313,1452,4116
-3626,2327,3381
-1074,242,1203
-3401,-290,4 3796
-3677,-524,3227
-2443,471,2377
-2633,2934,2389
-2484,2263,3873
-4403,-257,1 4562
-2023,-220,4 2265
-2359,-37,2017
-3417,380,4639
-3064,3536,2690
-2853,-254,8 2615
-2225,-24,1986
-3625,-178,5 4568
-2615,1218,2207
-1576,1658,1090
-3454,485,2913
-2510,617,2662
-3216,-112,6 2895
-2545,1274,1641
-2527,52 2,677
-3950,-598,3763
-1916,301,1505
-3444,-650,3335
-2771,2706,2688
-3044,1093,2797
-3033,-107,3 2352
-2495,-107,4 2164
-3527,-341,3159
-2586,3486,2286
-2130,1532,2314
-3484,-107,6 2767
-2704,-156,1 2511
-3726,-181,9 2209
-1922,2626,2090
-3598,1169,3173
-3049,-578,2521
-2842,-259,2942
-3382,-247,8 3476
-2655,2391,2430
-3262,16 2,589
-2341,2124,2206
-2999,182,2630
-2875,-814,2316
-2781,-367,3211
-3137,-778,3048
-2710,951,2180
-3184,-533,3499
-3425,227,3484
-2995,-442,3638
-3457,-157,6 3900
-2171,-191,3152
-3851,-677,4231
-2187,1320,2095
-2889,-436,3324
-2546,294,2008
-2622,-213,5 3413
-3920,-124,9 3579
-1605,699,2535
-3090,3542,3080
-3162,-571,3289
-2991,446,2816
-3419,-199,8 3059
-1976,1127,2332
-3709,903,4027
-3090,-142,9 4036
-2402,1894,2186
-3044,-186,6 2779
-2243,2068,2119
-3247,176,2843
-2850,937,2685
-2356,-154,1956
-3013,-542,3479
-3029,-107,6 3812
-3775,-332,3975
-2447,682,2164
-2878,1570,2657
-3790,792,3411
-2776,-53,2878
-2862,728,1840
-2162,-117,1 2222
-3614,1971,3818
-3077,-171,1 2589
-1389,567,1628
-4121,328,3226
-2722,-86,3481
-3284,1227,2569
-2224,-153,8 2104
-3066,1952,3009
-3902,-147,7 3858
-1881,863,1596
-3201,-25,3034
-3245,-378,2858
-3185,-720,3036
-2720,1317,1344
-2283,1431,2075
-3626,1318,3517
-2802,-1 2,289
-2205,-161,9 2099
-3233,-445,2807
-3294,-647,3509
-3327,2516,2521
-1622,182,1563
-3831,-33,3786
-2986,-119,2619
-2836,-179,2743
-2983,99 2,276
-2824,-565,2882
-4016,858,2786
-2119,-499,2169
-3122,946,3240
-2472,1576,2137
-2915,663,2440
-2970,-140,6 2557
-2665,-130,5 2155
-3328,494,2480
-2662,1398,3166
-2789,749,3395
-2943,-132,7 2814
-3273,-262,3 3371
-3230,-840,3602
-2520,2890,1648
-3123,2286,3017
-2824,12 2,933
-2583,-221,1 2851
-2633,148,2141
-2550,-125,5 2847
-3132,1907,2618
-2953,-927,2694
-2775,375,3173
-3789,-106,9 4170
-2484,-261,2950
-3264,-434,3388
-2606,50 3,14
-2794,-134,2725
-3005,788,2080
-1920,-393,1994
-3378,502,3082
-2699,34 2,408
-2656,-630,2601
-2542,1371,2621
-3000,2083,2979
-3407,773,2855
-2496,-504,2406
-3556,-211,7 3778
-3318,998,3090
-2598,135,3119
-2753,2823,2532
-2405,-103,5 2551
-3395,199,2716
-2755,-173,5 2551
-2582,2093,2724
-3270,-504,3024
-2685,2230,3050
-3112,-110,0 2640
-2563,-567,2659
-2879,800,2792
-3235,-550,3375
-2860,1504,2916
-3237,-999,3439
-2573,3 27,17
-3631,-41,3577
-2564,210,2466
-2226,474,2039
-3497,125,3416
-2401,-459,2856
-3695,-90,3686
-1956,-77,1661
-3443,-135,0 3220
-3179,463,2855
-1905,1099,1973
-3633,1537,3182
-2786,-145,8 3174
-3189,-284,4 3428
-3416,-128,1 3699
-2478,2055,2919
-3800,-157,3501
-2215,832,1980
-2838,-965,2713
-3320,-706,2638
-2581,1261,2554
-2608,-938,1678
-2508,1269,2571
-3680,-847,3670
-2535,-193,0 2857
-2770,1065,2400
-3664,-104,4 4194
-2645,2212,2322
-3137,-933,3030
-2325,131,2372
-3939,-191,1 4638
-2847,2630,2531
-1533,-110,1 1631
-3642,1224,3278
-3117,-143,8 2771
-2437,1349,1850
-2747,787,1639
-2773,1072,3515
-3737,-207,2 3900
-2477,-152,2258
-2504,-582,3148
-3485,3255,3341
-2789,294,2206
-3250,-121,7 2203
-1923,-212,1969
-3882,-185,4000
-2704,3126,2604
-2500,-133,4 2760
-3266,-287,3 3374
-2823,675,2347
-3903,-122,2 3059
-1535,4389,1243
-3658,-593,3839
-2788,-164,2878
-2836,-289,3 3195
-3165,1030,2322
-2159,1590,2270
-3550,3885,2627
-2338,-171,9 2493
-3030,75 2,859
-3336,-230,5 3113
-2271,3903,2353
-3546,545,3485
-2478,983,2302
-3124,-231,4 3090
-3247,811,2925
-2540,150,2806
-3275,1511,3134
-2677,-889,3728
-3327,-911,2985
-2072,273,1685
-2868,2254,2611
-3554,1155,3349
-2227,-264,1777
-3572,-136,6 3001
-2245,261,2551
-4110,3120,3922
-2464,34 2,117
-2148,1798,1561
-4096,-286,2 4473
-2955,2008,3007
-2968,-110,2 2661
-2721,1029,3386
-2879,-156,6 3346
-4145,590,3404
-1821,-154,1 1688
-3012,2642,3107
-3456,-152,9 3044
-2900,2231,2262
-2411,-428,9 2226
-2684,2251,3359
-3896,-264,4066
-2374,972,1771
-2221,228,1353
-4127,-190,2 3883
-2863,-417,2854
-2836,696,2455
-1863,2261,1572
-3678,-597,4695
-3785,-108,0 3883
-1219,-220,3 1157
-3893,1499,2591
-2417,890,2695
-3958,1190,2798
-1920,-292,0 1921
-2698,2173,2732
-4317,-359,6 4685
-1904,5055,2125
-3451,-429,0 3332
-2228,3911,1919
-4013,-252,2 2751
-2623,1970,1953
-1901,-757,2452
-3822,1354,3918
-2280,164,1955
-3095,-742,3378
-2865,-102,6 2754
-3314,1036,2969
-3431,545,2048
-1535,640,2360
-3849,231,4508
-2817,-364,3187
-2378,-851,2101
-3418,-271,3703
-2822,997,2970
-3565,-107,8 2849
-2172,1073,1842
-2696,-982,2950
-3550,-279,3883
-2338,288,2045
-2651,-719,2341
-2794,747,3396
-3413,902,3123
-2738,-343,5 2637
-2486,1462,2289
-3862,-323,9 4227
-2702,4514,2755
-2871,-719,3310
-2562,-286,2736
-3259,-227,2 3387
-3464,-98,2933
-1642,915,2261
-3746,1034,3981
-2419,244,2847
-3126,-220,8 2463
-2888,-186,6 2615
-2247,2877,2312
-4096,-206,6 4279
-2655,2142,2656
-3360,-220,0 3492
-2655,583,3088
-3284,62 3,433
-3289,1437,2493
-1649,2631,1294
-3730,-119,4 2935
-2757,1134,2746
-2827,447,1632
-2450,-137,5 2547
-2722,1788,2687
-4051,-213,7 4003
-1871,1734,1599
-3573,-347,3946
-2899,538,2792
-2648,-564,3071
-3794,-164,7 2619
-1854,353,1802
-3712,2148,2347
-2462,-253,2914
-2988,311,2539
-3517,-254,8 2836
-2207,872,2462
-3884,954,3547
-2062,1718,2003
-3360,1735,3486
-3303,-264,2 3133
-2520,340,2933
-3111,-278,2482
-2765,815,3299
-3386,1307,2932
-2220,-865,1856
-2058,179,2424
-4124,-237,3923
-2236,1441,2594
-3178,863,2397
-1967,-563,2422
-4342,-289,4694
-3394,-104,6 3315
-1420,2597,1445
-3678,1933,4220
-3168,-26,3155
-3072,-900,2700
-2819,269,2099
-2374,152,2954
-3984,3003,3183
-1482,-612,1385
-2936,-285,2850
-3635,-253,4 4012
-2826,1134,2961
-3079,203,3195
-2325,1134,3446
-4143,-264,7 4341
-2256,1350,2566
-2810,-119,1 2829
-3113,1242,3173
-2644,741,2206
-2864,-207,6 2572
-2658,323,2787
-3348,-888,3780
-2748,1510,1667
-2411,-366,2334
-3616,604,3713
-2402,-315,1922
-2977,1307,2297
-2958,-279,2934
-2881,561,3362
-3485,-241,0 2950
-1803,-409,2119
-4243,-973,4367
-2532,3444,2480
-2779,-159,0 2824
-2929,1242,2608
-2928,-240,3 3008
-3377,915,3089
-1882,1873,1454
-3110,1048,2699
-2926,-115,9 2217
-2935,-774,2476
-3384,1326,2890
-1935,3897,2436
-4185,-167,4 4149
-2238,354,2706
-3034,-119,0 3514
-3006,-5 3,54
-2702,1671,2593
-3619,-631,3384
-2325,-14,2653
-3211,533,2366
-2984,-376,2993
-2191,2700,1874
-3283,-156,1 2656
-2576,554,2186
-3551,-108,6 3949
-3095,571,2969
-2777,-728,3072
-3389,-540,3432
-2793,-945, -2100 417 1971
-3484,-244,8 3288
-2743,-240,0 2992
-3549,1136,3556
-2395,2491,1115
-1946,-106,7 2442
-3814,-967,3996
-2568,122,2238
-3093,2204,2829
-2538,1317,2946
-2979,-797,3347
-3909,-140,7 3030
-1325,719,1573
-3742,1614,3656
-2944,2999,2486
-2844,-228,6 2652
-3205,-952,3103
-2759,-257,8 3128
-3790,1317,3637
-1874,2895,1758
-3147,176,2854
-3290,-112,7 2686
-2960,-124,0 3011
-2563,2524,2072
-2745,654,2698
-2779,172,3364
-3571,-319,7 2992
-2606,-869,2974
-3226,-162,2903
-2760,2275,3213
-3126,1262,2466
-2728,-593,3092
-3111,-213,8 3417
-2851,688,2659
-2299,176,2373
-3036,35 2,942
-2587,-428,2686
-3437,-174,3070
-2783,2548,2227
-2922,-474,3044
-3308,1903,2732
-2541,-251,9 2492
-2897,-157,2840
-2933,-716,3084
-2410,2310,1958
-3423,-160,9 3095
-2627,288,2572
-3604,-210,0 3362
-2347,3269,1644
-2909,91 2,654
-3027,2558,3013
-2524,-123,2 2411
-3309,823,2013
-2222,-113,7 2369
-3541,1563,2970
-2863,-88,2268
-2719,1226,2694
-3729,-223,8 3737
-2651,593,2619
-3668,138,3287
-2390,2644,1967
-2944,-795,2494
-3512,686,2657
-1832,-146,6 1853
-3598,796,3450
-2109,1224,1796
-3365,-78,3293
-2993,893,2405
-2571,-126,3 3012
-3795,1628,3077
-2152,201,2995
-3706,-130,3667
-2502,-835,2238
-2563,1219,2301
-3343,-439,3277
-2498,2215,2219
-3111,-175,4 2596
-2101,1953,1713
-3573,-101,4 3537
-3061,2427,2570
-1842,1238,1487
-3533,553,3342
-2938,229,2560
-3155,-859,2707
-2684,1354,2348
-2860,-112,3437
-4228,-135,3608
-2419,-145,4 2615
-2877,2136,1997
-3170,570,3449
-2882,3274,2681
-2936,-290,8 2384
-1856,978,2026
-3752,-208,8 4040
-2518,1804,2716
-2501,-589,2201
-2790,688,2746
-3366,-247,6 4098
-3325,2520,2353
-2188,-377,2432
-3010,1604,3051
-3351,-351,2 3667
-2834,-785,2396
-2782,188,2325
-2515,1968,2717
-2997,510,2893
-3294,-986,2738
-2690,-216,9 3050
-3321,792,2938
-2255,2093,2422
-3158,1682,2806
-2537,-141,1 2474
-3107,-189,1 2899
-3046,556,2651
-2564,973,2719
-3053,1347,2947
-2627,-101,7 2453
-3172,379,2915
-2684,759,2869
-2602,2321,2144
-3459,403,2557
-2242,773,2565
-3864,-168,8 3336
-1958,2289,1228
-3095,1040,3037
-3302,1298,2728
-2497,-104,4 2488
-3909,63 3,25
-2121,350,2372
-3395,2137,3281
-2670,964,2596
-2204,1094,1936
-3749,-327,7 3527
-2639,272,2922
-3383,356,2856
-2416,2627,2158
-2849,-411,2661
-3844,-704,2516
-2126,-717,1968
-3337,520,2963
-2234,1213,2323
-3245,488,3451
-3130,-333,6 2713
-2272,-411,2605
-3816,1704,3037
-1553,3039,1734
-3580,453,3054
-2565,-221,8 2500
-2557,-987,2751
-3641,38 2,976
-2024,1460,1933
-3604,274,3372
-2938,-845,2571
-3298,-984,3282
-3069,1109,2961
-2111,1211,2129
-3581,-598,3232
-2723,-111,8 2596
-2905,-220,2475
-3033,201,3228
-2550,1365,2655
-3357,-820,3095
-2445,749,2353
-3310,-55,3260
-2640,2363,2674
-2817,379,3025
-2927,-163,2954
-2667,-789,2797
-3527,27 3,55
-2536,795,1938
-2789,1567,2447
-3855,73 3,540
-2569,-85,3061
-3376,-656,3309
-2033,1099,2817
-3481,500,3898
-3182,159,2315
-2256,-69,1988
-3325,-309,2206
-2798,122,2745
-3258,463,2485
-1979,264,2122
-3106,-320,3233
-3166,-595,3708
-3011,-140,3 2880
-2981,1150,2736
-2792,-170,8 2990
-2910,928,3109
-2817,574,2320
-1987,1940,2103
-3645,-389,3584
-2365,-156,3 2380
-3284,-147,1 2636
-2695,1880,1999
-2749,969,2793
-4030,742,3825
-1714,-178,9 2562
-3616,-124,4 3108
-3058,374,3043
-2549,1997,2141
-3120,628,2899
-2508,-118,2146
-3478,-263,3 3423
-2426,1983,2302
-2935,133,3104
-2928,1283,2498
-2363,-880,2430
-3607,505,3243
-2343,-723,3025
-3241,2245,2910
-2689,-139,1 3087
-3034,-681,3738
-3389,-288,6 3453
-2290,1929,1706
-3077,2320,2819
-3140,512,3638
-2775,-209,2 2722
-3070,-945,2624
-2252,-692,3184
-3250,2584,3153
-2728,1455,2507
-2692,-919,2170
-3300,-169,1 2872
-2825,-62,3486
-3306,1438,3230
-1839,1129,2233
-3330,-503,2935
-2882,-221,4 2942
-3048,-420,2380
-2873,1499,2040
-2241,2591,2327
-3921,540,3383
-1984,-119,0 2098
-3543,-183,3 3585
-3259,1920,3201
-2440,1588,2569
-3381,2610,2566
-2418,-185,1 2295
-3224,-311,2580
-2938,482,2275
-2424,1076,2892
-3114,-198,2845
-2677,-468,2190
-3053,-634,3066
-3016,692,3249
-2556,1994,2334
-3551,-790,3231
-2291,-102,8 2301
-3125,-167,8 2839
-2839,1368,2300
-2936,-40,3105
-2958,993,2767
-2985,-145,8 3258
-3638,-585,3428
-2203,832,2316
-3450,2145,2930
-2685,848,2359
-2835,-204,9 3172
-3369,-120,2759
-2758,-742,2505
-3067,603,3197
-2524,706,2240
-2976,-102,6 3147
-2940,-18,2769
-2502,-126,0 3058
-3035,2150,2622
-3272,-150,7 3575
-2257,-792,2252
-3455,-106,3238
-2663,-442,3519
-3323,582,3770
-2461,-572,2616
-2941,378,2960
-3209,11 2,911
-2268,1059,2406
-3189,1150,2110
-2094,692,1838
-3478,-145,7 3686
-2967,-167,3207
-2809,-51,2906
-3205,1082,2839
-2622,1247,2717
-3513,-604,3134
-2024,633,1544
-3247,-145,7 3952
-3450,-258,3711
-2034,-212,2370
-3259,1442,2662
-2742,-609,2790
-3186,356,3055
-2637,62 1,519
-2526,239,2664
-3555,-114,8 4238
-2768,1311,2494
-2782,30 2,720
-2959,-25,3178
-3122,719,2354
-3140,204,2083
-2247,1420,2524
-3464,-116,0 3880
-2698,1251,2263
-3032,-158,7 3391
-3101,882,2673
-2859,-870,3028
-3616,2731,2178
-1939,-109,8 1818
-3755,-20,3700
-3163,-161,4 3416
-2260,423,1856
-3177,1009,3103
-2808,650,3206
-3737,-245,3479
-2307,705,1660
-2831,-175,0 2986
-3707,916,3683
-2392,-752,2528
-2529,2709,2066
-3037,-178,4 3572
-3174,-720,3294
-3270,-287,2 2977
-2035,1937,2513
-3495,-347,3808
-2263,2441,2229
-2951,-203,0 2848
-2790,-183,8 2929
-3031,-159,6 3512
-3331,957,3353
-2396,1429,1989
-2554,-930,2929
-3254,-144,3208
-2909,-157,1 3108
-2811,1874,2580
-2185,501,2179
-3794,492,3801
-3026,-131,8 3096
-2727,799,2635
-2928,512,2967
-2855,638,3271
-3329,-46,2520
-2156,-350,2166
-3554,-911,3413
-2746,928,2956
-3017,853,3127
-2825,-273,3118
-2751,-173,5 3302
-3236,-911,3164
-2646,1463,2164
-2526,772,2349
-3490,569,2102
-2745,-205,6 2969
-2852,-377,2528
-2573,572,3030
-2673,2359,2719
-3295,-133,4 3639
-2590,-482,2377
-3554,-153,9 2950
-2855,2599,2728
-2716,2303,2109
-2596,738,2053
-2507,-156,8 2085
-3289,-299,5 3728
-2757,-342,2480
-3063,1358,2985
-2969,787,2530
-3105,-168,4 2478
-3406,-994,2846
-2086,701,2244
-3159,1851,3386
-2607,-136,9 3437
-3344,-242,0 3123
-2689,-122,9 2063
-3155,912,2656
-2986,3761,2217
-2415,1189,2531
-2959,-63,3183
-3398,-319,3 3703
-2710,1522,2924
-2755,2501,2323
-2911,696,2599
-3052,-758,2882
-3064,-153,0 2872
-2758,82 2,900
-3054,563,3175
-2333,989,2955
-3724,-113,0 3002
-2561,-933,2785
-3464,337,2653
-2173,1560,2245
-3156,-156,3212
-3464,-221,7 3449
-2326,353,2026
-3515,298,3424
-2510,2841,2502
-3379,-124,1 3634
-2985,-321,2145
-2160,-208,4 2923
-4077,654,4524
-2206,1775,1996
-2792,-712,2516
-3048,-342,2335
-2642,-311,8 3583
-3846,-101,7 3271
-1606,1006,2374
-3523,-53,3890
-2738,-118,3118
-2859,-552,2560
-2877,-455,2090
-2217,2305,2469
-3841,1209,3181
-2315,178,2024
-3346,-712,3416
-3346,-277,7 3570
-2400,2373,2100
-3495,2741,2804
-2117,1905,2412
-3663,-161,3513
-2978,-286,3 2685
-2477,-105,3 2589
-3427,-593,3811
-2396,2076,2250
-3510,727,2880
-2187,593,2134
-3524,-213,1 3043
-3092,808,2604
-2605,449,2298
-2472,1995,2122
-3091,1087,2756
-3058,-215,7 2849
-2816,334,1745
-2772,552,2554
-3252,1591,3387
-2852,1299,2676
-2982,-718,3034
-2977,-157,5 3047
-2809,-23,3376
-3447,1006,2679
-2456,1144,2478
-3472,-773,3067
-2886,-134,8 2723
-3040,473,2258
-2582,529,2521
-2514,1453,2082
-3901,-158,4 3863
-2544,-120,7 2152
-2759,498,2649
-3160,2312,3478
-2829,2024,2980
-3151,-219,1 2800
-1860,731,1709
-3738,-994,3539
-2818,3056,2223
-2581,1948,2486
-3008,-30,2358
-2996,-307,5 3697
-4201,367,3780
-1414,2592,1470
-3265,3908,3236
-3588,-123,4 3712
-2371,-333,4 2404
-3604,-366,8 2904
-2106,279,2924
-3840,2245,4430
-2932,1345,2549
-1683,-296,1455
-3850,-318,2 3269
-2570,-440,2691
-2983,2420,1760
-2048,3042,1917
