X,y,Z
-3338,2245,2712
-3764,-1743,2744
-2219,211 2,333
-3956,551 3,705
-3861,-1490,3644
-2624,596 2,21
-3476,-1454,3397
-2750,3471,2560
-4486,-1708,3643
-1693,2839,1457
-3733,-4593,3688
-3379,2643,2953
-2820,-1965,2339
-3295,3512,2118
-2523,-318,2261
-4286,21 37,63
-3190,206 2,727
-2203,-61 2,257
-3732,2893,3316
-3111,-647,2774
-3521,-193,2563
-2745,641 1,334
-3056,1724,2587
-4320,1852,3276
-2324,-1310,2324
-3730,42 30,25
-2889,-3006,3424
-4586,1183,4124
-2573,2398,2026
-2818,-268,2626
-3956,510 3,743
-2976,-2949,2979
-3369,718 2,747
-2754,675 1,859
-2725,1779,2552
-3903,185 2,606
-2636,-2463,2296
-3606,1624,2505
-3173,-8 21,7
-2902,3025,2707
-4064,-1202,3653
-1966,1281,1352
-4128,-649,2802
-2344,1656,2560
-3699,495 2,477
-3129,483 2,314
-2897,-1771,2478
-3726,1886,3171
-2839,-105,2326
-3340,3521,2181
-3211,-1539,2239
-2475,1570,2111
-4555,-1914,3330
-1529,2502,1904
-4340,-748,3258
-2172,1116,2057
-3898,-1940,3504
-3344,1441,2576
-2852,-344,3290
-4026,1506,2851
-2469,-1718,2976
-3194,1432,3166
-3325,-500,2812
-2333,2908,2300
-3583,159 2,648
-2711,-1372,3118
-3758,907 3,264
-3588,120 3,544
-2741,3753,2480
-4083,-1865,3734
-2243,1117,2879
-4364,-734,3047
-2421,2267,2413
-2962,1818,3176
-3048,1225,2625
-3039,-845,2551
-3665,23 23,79
-1984,3040,1836
-3801,2710,3254
-3385,1493,3052
-2693,-438,2082
-4391,-1257,3329
-2765,764 2,790
-3992,2894,2873
-3019,1388,2483
-2743,393 2,183
-4771,-3190,4666
-2645,1621,2538
-3882,-1159,3124
-2391,4426,1565
-3886,-3683,3660
-3403,2540,2643
-2392,-2074,2183
-4122,3517,3343
-2577,-1009,3386
-4020,46 34,44
-3097,-2298,3427
-3383,467 3,613
-4190,2188,3783
-2143,1421,2283
-4064,-1819,4154
-3443,-2148,3800
-3068,-1097,2834
-3688,2052,2876
-2323,982 2,850
-4199,650 3,201
-2827,-3299,2633
-3104,-292,2983
-3585,1597,3153
-2933,3085,2789
-4028,-596,3394
-2273,-2208,2686
-4674,-1337,4019
-3243,994 3,113
-2771,321 2,772
-3238,2789,2434
-2878,-3444,2725
-4293,1421,3282
-2214,633 1,338
-3012,2852,2567
-4012,-21 3,588
-2593,-1607,2719
-3738,-1730,2764
-2489,3199,2129
-4045,2500,3993
-3263,3224,2627
-2649,-2589,2498
-4315,-399,3730
-3314,-2219,3880
-2651,5166,1513
-3003,211 2,402
-3081,1774,2833
-3996,-3241,3211
-2502,-671,2152
-3349,958 3,242
-3371,2724,3195
-3261,1170,2986
-3299,-559,2598
-2332,-2041,3047
-4895,2142,3540
-2254,825 1,794
-3287,1666,2616
-3172,-23 2,397
-3351,-106,2659
-3883,139 2,918
-1922,2014,1557
-3879,307 3,139
-3595,-97 2,941
-3054,-2765,3215
-3866,61 35,7
-2594,1555,2660
-3662,2581,3004
-2892,-1072,3275
-3176,-2193,2747
-3781,-1598,2882
-2823,-749,2805
-3541,3081,2564
-2855,236 2,875
-3395,-330,3246
-3765,-1846,3586
-2679,395 2,927
-3430,1044,2721
-2777,600 2,795
-3735,-536,3103
-3173,-2068,3012
-2967,1909,3289
-3811,-406,3589
-2079,1521,2266
-4082,-2650,3785
-3100,378 2,713
-3184,-848,3086
-3117,4709,1954
-2771,-2561,3606
-3890,585 2,870
-2931,-4316,2698
-2785,4484,1719
-3110,787 3,68
-3295,2822,2596
-3859,-3254,3691
-2588,-208,2249
-3653,-1800,3434
-3492,4799,2878
-2403,583 2,7
-3584,1331,2403
-3010,-2132,2902
-3562,1764,3401
-2798,2419,2101
-2469,1526,1836
-4154,-80 3,354
-2391,-547,1846
-3761,831 2,665
-2637,3639,2133
-3411,-298,2805
-3504,873 2,707
-2703,-3815,2468
-3841,2582,2839
-2954,1381,2576
-3114,3590,2235
-3552,-2313,2543
-2714,-1114,2850
-4320,-1367,2994
-2200,2237,2113
-3663,1527,2604
-2943,1288,2635
-3984,-3225,3482
-3306,626 2,457
-2748,-483,2682
-4114,3140,3485
-3130,-2903,3116
-3325,247 3,230
-3476,-418,2709
-2574,2158,2788
-3774,2201,3075
-2508,-937,1820
-3389,-792,2352
-3533,-712,2670
-2151,2387,2244
-4129,1061,3393
-2405,-1451,2437
-4120,-821,3525
-3361,-147,3306
-3288,1396,2874
-3499,2155,2733
-2514,-864,2224
-4125,-908,3219
-2456,-364,2100
-3365,196 2,399
-2510,3820,1468
-2874,-1312,2472
-4280,342 3,695
-2616,-1647,2604
-3427,2616,2693
-3158,1077,2962
-3193,2363,2946
-3791,-836,2473
-2478,-717,1623
-3539,1758,2536
-3601,2281,2756
-2642,1624,2055
-3588,-60 2,658
-3130,-1841,3115
-3888,1901,2745
-2783,3113,2289
-2814,4519,1513
-3283,-647,2544
-3422,-1717,3204
-3811,-1446,3009
-2127,3251,2148
-3371,1255,3291
-3623,1498,3343
-3249,-3148,2938
-3873,123 2,426
-2316,-419,2554
-4144,3496,3610
-2917,-2091,3413
-3617,-592,2894
-3232,-1182,3325
-2955,1870,2273
-3784,1491,3472
-2564,2195,1376
-3084,-4620,2761
-3722,1263,3099
-3244,-586,3737
-2941,7702,2104
-2989,-3017,3011
-3179,1789,2754
-4268,-4445,4194
-2149,3441,2140
-3742,737 3,278
-2082,4037,1906
-4014,-2898,3402
-3136,-338,2580
-2709,1178,2341
-3612,2023,2935
-2332,929 2,766
-3984,-485,2773
-2913,-1584,2329
-2959,1351,2095
-3667,2498,3276
-2729,690 2,627
-3886,-287,3428
-2824,-2607,3118
-3194,-143,3306
-3157,2773,2682
-2531,1007,2642
-3747,-1125,2683
-2865,-1942,3121
-3677,778 3,310
-2763,876 2,633
-3217,2257,2938
-3911,-664,3804
-2632,-1319,2296
-3333,366 2,883
-3414,2894,3135
-3196,64 29,86
-3490,1152,2444
-2825,-2474,2739
-4026,2282,2976
-2756,565 2,903
-3255,1613,2931
-3487,-682,3490
-3116,623 2,957
-3991,-1934,3607
-2607,2104,2290
-3844,184 3,235
-3072,2379,2027
-2611,-1457,2371
-3723,1427,2700
-3081,-2830,3356
-3570,2896,2136
-2825,-2387,2237
-3132,2741,2620
-4154,-643,3945
-2562,2519,1717
-3212,-510,2593
-2886,1701,3587
-4412,-2168,3700
-2851,2213,2361
-2398,380 1,622
-4350,1729,4050
-3737,-1549,2784
-2572,-708,1602
-3422,-1181,3106
-3335,686 3,826
-4638,232 3,602
-1617,-694,1743
-3189,-54 2,351
-3744,212 3,223
-2945,162 2,191
-2890,2416,1294
-2424,-2797,2434
-4446,2601,3056
-3699,-4026,4793
-2465,6232,1334
-3315,-2513,3141
-3413,5602,3258
-4458,-7232,3474
-1712,5499,1215
-3723,-4183,2979
-3421,6610,3381
-3294,-2747,2799
-2561,1871,1763
-3022,-2667,2784
-3842,2349,2835
-2757,2456,2607
-2697,-1560,2352
-3776,1609,3556
-3247,-703,2807
-3495,568 2,930
-2470,1660,2415
-3807,1795,3736
-4103,-1554,3809
-2853,-350,2435
-3263,1612,2651
-3004,1506,2498
-4139,689 3,527
-1979,1435,1195
-2926,-2358,2788
-4366,1401,4228
-2558,-467,2580
-3767,354 3,143
-2929,-803,2893
-4345,-1324,4256
-3243,3498,2844
-1951,-504,1886
-3706,1968,3684
-3005,-3514,3186
-3154,2496,1570
-2850,-1619,2070
-2483,6348,1732
-4480,-2640,3597
-2656,1290,1850
-3542,-3685,2746
-3469,1775,3151
-3617,967 3,234
-3663,3133,2327
-2526,-2676,2931
-3962,1250,2639
-3377,-3632,3017
-2668,4690,2187
-3348,-1689,2974
-2611,2172,2209
-4359,-2521,3762
-2637,264 2,383
-3514,-1472,3399
-2893,3555,2364
-3111,-1596,2828
-3765,1552,2468
-2312,-385,1913
-3660,245 3,250
-3050,941 2,898
-3395,-1428,3158
-3643,1671,2935
-2684,-3363,3094
-3854,5221,2675
-2908,-2730,2383
-3263,1940,2494
-3345,-2417,3261
-2982,2495,2653
-3785,-654,2972
-2293,1745,1641
-3200,-1153,2407
-3906,-806,3330
-2975,1297,2451
-3174,1442,2430
-2409,2926,1803
-4034,-3050,3309
-2949,678 2,420
-2487,-857,1850
-3945,3269,3405
-2640,584 3,232
-4072,1330,2463
-2565,-2066,2004
-3478,2647,2942
-3680,3318,2646
-2206,3696,1254
-3588,12 24,89
-3114,-3795,3196
-3878,1788,2609
-3037,848 2,493
-2379,4698,2123
-3294,1417,2409
-3397,-1918,3210
-3245,297 2,164
-2716,-640,3282
-3253,3459,2375
-3937,-2193,3608
-2717,2801,2133
-4245,-4566,3378
-2857,4880,2494
-3803,-1982,3541
-3270,1656,3412
-2861,-2831,2798
-3799,319 3,698
-2572,1806,2451
-3296,219 2,682
-2697,3257,1431
-2928,-6279,3107
-4001,4800,3719
-2272,-462,1881
-3279,4329,2793
-3180,-752,3336
-3970,948 3,436
-3032,-1037,2074
-2377,2227,2382
-4478,5146,2922
-2584,-419,2617
-3187,868 2,43
-2753,-1480,2106
-3850,2091,3416
-3317,2569,1919
-2343,1027,1859
-3357,1209,2335
-4036,-3488,4108
-2936,2705,2418
-3124,-1496,2496
-2288,4822,1940
-4719,-3926,3765
-2769,1910,2020
-2732,-1515,2068
-3937,3474,3325
-3279,-812,3428
-3435,1348,2334
-2607,-2577,2246
-4065,644 3,310
-3654,1417,3187
-2499,1798,2346
-3630,-646,3031
-2922,-1047,3242
-4212,-1223,3428
-2554,-1151,2488
-3042,3356,2645
-4140,396 3,671
-2880,-493,2811
-3703,-838,2774
-2349,7 281,6
-3778,-744,3466
-3354,2830,3033
-2444,-176,2562
-4353,-654,3939
-3252,-114,3134
-3356,689 3,83
-3195,805 2,965
-2964,695 2,822
-4055,610 3,338
-2289,-1035,2070
-3399,757 2,833
-3378,-131,2783
-2958,-396,3521
-3507,1303,3217
-2793,-1724,2975
-3825,4036,3419
-2981,-2011,3299
-3564,884 3,469
-3378,-2128,2386
-3057,-199,2840
-3542,2603,2296
-2368,-66 2,476
-3470,1263,2525
-3066,-4121,2984
-3114,2675,2418
-3164,-507,2399
-2675,2953,2155
-3389,-153,2424
-3257,47 27,79
-3018,-569,2651
-2901,1914,1910
-3270,747 2,843
-3483,1361,2213
-3226,-1543,2839
-3293,3260,1986
-3691,-517,2906
-2823,2411,2552
-3265,-1830,1824
-2861,1504,2164
-3518,-371,2623
-2386,3786,1579
-2872,-475,1728
-3664,-256,2981
-3286,-809,2841
-3237,184 2,148
-2966,3069,2588
-3530,695 2,991
-3631,-652,3090
-3001,-773,2327
-3745,1025,3374
-3121,826 3,141
-3238,2213,2380
-3156,321 2,585
-3617,-3079,3245
-2878,3100,2458
-3287,-168,2795
-3386,1112,3765
-3487,-1607,3185
-2909,813 2,698
-3426,1376,2431
-2907,996 2,426
-3108,4044,1915
-3387,-3312,2887
-3105,1583,3665
-4314,-1342,3736
-2201,2450,2658
-3852,-914,3594
-3606,1451,3560
-3419,-259,2379
-3349,976 3,63
-2439,53 24,47
-4054,-452,3871
-2998,1056,1922
-2388,-1670,2322
-3534,2438,2853
-3104,-1082,2995
-3364,3354,1584
-2272,-1798,2498
-3998,1443,3666
-3294,-2966,3358
-2476,2638,1796
-3189,-439,2381
-3072,3431,3120
-4000,-1584,3078
-2281,709 2,315
-3505,453 2,965
-3910,-333,3815
-3114,1768,2956
-3268,-268,2493
-2811,-786,2980
-3780,1364,2559
-3566,392 3,1
-2665,11 20,77
-3662,-771,3027
-3083,1292,2999
-3531,-834,3198
-2682,3746,2627
-3453,1822,2717
-3268,-1338,3047
-3114,-147,2793
-3572,1119,3005
-3087,3059,3076
-3159,1325,2412
-3686,79 30,53
-3080,-881,2757
-3705,-479,2450
-3053,3325,2464
-3379,875 3,19
-3559,-584,3360
-3426,-174,2927
-3473,-1696,3110
-2607,2244,2670
-3695,1211,2494
-3056,53 23,96
-2884,-685,1978
-3538,-547,3175
-3274,609 3,199
-2793,1160,2876
-3416,-492,3087
-3404,-790,3378
-3845,453 2,943
-2823,-496,2465
-3627,2426,2962
-3393,-1939,3213
-2947,839 2,597
-3363,-891,2770
-2681,1336,2905
-3671,1032,3001
-3227,-1068,3437
-3534,572 2,949
-3121,307 2,742
-3031,287 3,58
-3835,590 2,877
-2572,349 2,116
-3414,-979,2954
-3296,808 3,355
-3242,754 2,878
-3427,261 2,863
-2648,1267,2022
-3298,1582,2413
-2848,1970,2578
-2836,-113,2472
-3302,32 25,8
-3314,-1762,3270
-3547,1742,3387
-3371,891 2,729
-2917,3467,2326
-3761,-1417,3315
-3154,-362,3280
-3555,-1557,3155
-2717,2164,2295
-3833,1100,3722
-2836,634 2,661
-2792,630 2,424
-3443,-40 2,972
-2772,-292,2851
-3241,242 2,733
-3131,-214,2832
-3277,-58 2,753
-3741,526 3,297
-2552,939 2,391
-4153,-725,4192
-2717,618 3,40
-3377,-1861,3245
-3128,2569,3251
-3380,-1421,3343
-3317,2574,2898
-3216,-2948,2917
-3179,1241,3497
-4083,-2659,4049
-2727,2424,2342
-3773,-743,3167
-2495,1766,2934
-4316,-1000,3296
-2299,857 2,631
-2704,1652,2567
-3634,-1880,3613
-3045,1414,3066
-3595,-630,3265
-2838,643 2,817
-3556,1677,2573
-3710,-302,3084
-2500,2478,1905
-3929,-1665,3454
-2738,1788,2654
-3588,-2609,3766
-3339,3071,3055
-3564,-2230,3536
-3350,3349,2542
-2864,-2215,2721
-3755,2325,2655
-2555,-2351,2519
-3274,2012,2639
-2527,-443,2523
-3521,303 3,293
-3409,323 2,915
-2883,-448,2461
-3044,700 2,501
-3412,223 3,456
-3328,2750,3336
-3776,-801,3339
-2463,434 1,712
-2649,-967,2746
-5104,-2280,4244
-1424,2514,488
-4150,-615,2856
-2485,2686,2394
-3691,-2136,3218
-3750,631 2,493
-2213,-2457,2740
-4437,2344,3604
-2910,247 2,868
-2948,2161,2015
-4063,-2029,3382
-2387,1206,2292
-4346,-354,3178
-1742,2280,2348
-4023,-430,3676
-2936,-895,3380
-2590,-243,1976
-3897,952 2,623
-1973,761 1,909
-4380,1074,2586
-2374,215 2,212
-2916,-1191,2709
-4399,1670,3606
-1681,798 1,577
-4314,856 3,29
-2369,466 1,921
-3796,136 2,651
-3992,-259,3603
-1897,1472,2013
-4451,-1157,3710
-2415,730 2,858
-3808,-1197,2832
-3488,1314,2547
-2258,1708,1509
-4644,577 3,666
-2295,471 2,450
-3565,-718,2572
-2827,180 2,901
-2946,2712,2306
-4147,1007,3266
-2066,1301,2193
-5028,-2724,4828
-2421,2417,2695
-3853,-3239,3263
-3153,5611,1825
-2725,-1808,2830
-4937,2078,3851
-2387,-2704,1818
-4156,-8 38,80
-3256,1047,3044
-2859,-975,3759
-4409,3294,2460
-1463,-2007,2262
-4046,4728,3428
-2801,-194,2738
-2702,1156,2650
-3856,-3414,3187
-2697,1387,3385
-4555,-262,3743
-2577,2494,2229
-3151,901 1,929
-4225,-580,3491
-2553,-645,2973
-4164,318 3,11
-1694,1382,2084
-4208,224 3,356
-3192,-2573,2671
-2049,2539,1425
-4415,-1642,3700
-2366,2940,2579
-4383,-2714,3614
-2244,2461,1811
-3288,-2295,3247
-4447,2156,3780
-1786,-1650,1741
-3442,2201,2161
-3193,-1134,2949
-3393,702 3,59
-2999,271 1,886
-1791,1184,2296
-5194,753 3,984
-2272,-245,2901
-3465,-716,2556
-2941,1257,2617
-3577,-1345,3559
-3761,3179,1874
-1601,89 18,9
-4618,1367,3526
-2917,-1846,2620
-2087,1451,2066
-4020,146 3,566
-2619,1238,2815
-4369,-270,2591
-2116,2133,1750
-3539,-697,3110
-4025,2021,2438
-2000,258 2,302
-4069,1512,2815
-3073,-2936,3881
-4036,3766,2698
-2768,-1723,2380
-2735,3348,3803
-4554,-2558,4087
-1915,1612,1476
-3971,-1428,3182
-2810,3989,2776
-3770,-2369,3948
-3864,1838,1953
-2077,-4086,2608
-5263,3428,3889
-1894,-1571,2878
-3716,2793,3227
-3407,-3260,3665
-2798,2597,2988
-4355,-3087,3571
-1747,5425,1355
-3880,-3435,3162
-2892,2948,2182
-3026,-2462,2839
-3576,4120,2911
-2424,-2238,2914
-3996,2167,3490
-3492,-3776,3798
-2769,294 2,724
-3363,-1725,3254
-2649,3533,3035
-4043,-1342,4064
-2418,-922,2606
-2996,-1235,2531
-3465,2299,2692
-2186,497 2,785
-3830,3107,2460
-2052,-844,2055
-3768,-1643,3684
-3842,1838,3932
-2349,-356,2367
-4045,2055,3376
-2783,-1393,2562
-3442,1228,2219
-3268,-791,2608
-2102,3523,2346
-4843,-2049,3953
-2230,-510,2384
-3917,-651,2647
-3279,1215,3407
-3179,1171,2197
-3633,1205,2493
-2417,-716,2083
-4459,39 36,73
-2771,426 2,413
-2682,488 1,967
-3936,444 3,318
-2642,-374,3190
-4930,-178,2778
-1144,1294,1194
-4179,-800,3638
-3327,1779,3071
-2657,-1227,2758
-4074,1211,2535
-1620,-502,2292
-5163,1363,3345
-1548,355 1,857
-3326,956 2,691
-4126,7 360,9
-2600,-382,2770
-3565,1630,2267
-3021,-277,2972
-3801,862 3,426
-3602,-2908,3177
-1649,679 1,641
-4485,443 3,490
-2471,1845,3168
-3353,1152,2299
-2704,666 2,111
-2999,-1734,3265
-4600,-297,3614
-1793,1583,2463
-4084,2260,3641
-3316,38 38,22
-3235,-146,2772
-3554,622 2,361
-2058,918 2,814
-4509,-232,3553
-2100,1889,1767
-2858,-1821,2556
-4313,1513,3655
-2696,-369,2998
-3635,3564,1695
-2191,-281,2469
-4075,1768,3220
-3676,-997,2657
-1418,-114,1514
-4296,605 3,978
-3114,718 4,150
-4142,-496,3292
-2811,-807,2209
-2519,424 2,229
-5214,385 4,85
-1253,2211,1479
-4182,93 31,24
-2468,-394,2729
-3274,-1166,3096
-4376,1950,3461
-1301,-50 1,424
-4922,1791,3225
-2868,177 2,532
-3845,-208,3438
-2982,2064,1976
-2356,-134,3082
-4417,675 3,560
-2517,-2185,3396
-3596,1421,2386
-3078,445 2,914
-3101,1775,3427
-4362,-865,3276
-1787,-1077,2354
-4582,83 35,3
-3221,2462,3220
-3294,1457,2705
-3412,193 2,337
-1802,-735,1879
-5384,-1143,4449
-2131,2773,1996
-3366,1235,2551
-3688,1274,3465
-3020,-2135,3073
-4315,-1399,3655
-1551,1537,1344
-3879,1308,4464
-3218,2465,3086
-2435,-3725,2853
-3945,671 3,90
-2429,-662,3063
-4147,2481,3475
-2759,-498,1407
-2961,-48 3,450
-4608,-2817,4107
-2357,678 3,21
-3710,867 2,825
-2248,399 2,143
-4077,-2243,4067
-2970,658 1,742
-2230,-873,2676
-4093,4277,3599
-2829,-2482,3799
-3253,205 2,495
-3364,-3557,2595
-2963,2835,2590
-4245,913 2,439
-1534,3197,1814
-4395,-2794,3980
-3253,111 2,522
-2795,-462,2711
-3430,3456,2432
-3043,-487,3242
-4282,64 29,57
-2663,-454,2235
-3289,2381,3534
-3751,-1463,3662
-2200,3477,2066
-3689,-2890,3244
-3140,2554,3149
-3718,-2273,3384
-2905,3177,1367
-2494,-709,2519
-4818,333 3,833
-2026,-1847,2053
-3859,1590,2798
-2564,484 2,798
-4137,167 3,910
-3349,-419,2538
-2205,-2085,2547
-4341,591 3,887
-2650,2078,2606
-2610,1707,2363
-3518,-228,2777
-2641,-1539,2795
-4319,327 3,391
-2252,1372,2185
-3312,166 2,987
-3487,-585,3306
-2947,-105,3102
-4350,-291,3702
-1895,1300,2051
-3904,524 2,866
-3507,-428,3224
-3003,-1498,2882
-3827,1661,3179
-1866,1385,1501
-4252,1108,3641
-3128,-770,2739
-2648,-1863,2663
-4342,906 3,559
-2312,1278,2482
-4203,1943,3586
-2666,-1569,2390
-3204,-708,3008
-3958,447 2,638
-2314,1617,1734
-3708,2272,2555
-2686,-706,2630
-3773,-614,2968
-2982,264 2,181
-1979,2623,1714
-4479,777 3,901
-2530,56 23,2
-4107,-2062,3037
-2608,1409,2525
-3479,919 3,231
-3884,2627,2826
-1987,-133,1767
-3978,435 2,759
-3130,729 2,829
-3073,1174,2355
-3310,1893,2177
-2632,-625,2818
-4500,1166,3182
-1929,-560,2173
-3595,3557,2385
-3330,1613,2854
-3461,-626,3536
-3406,109 2,417
-2765,-963,2970
-4196,3720,2771
-2581,323 2,491
-2691,2137,1823
-4374,-1848,3106
-2733,-465,2888
-4021,1955,2585
-1927,2742,1777
-4226,-745,3662
-3961,-2989,3665
-2130,1210,2324
-4322,26 35,35
-2742,2823,3197
-3543,-136,1976
-2475,-1398,2069
-3363,524 2,906
-4132,-470,3405
-2060,3296,1159
-3220,-600,3162
-4185,-1934,3862
-3281,-1124,2616
-3675,2536,1742
-1920,3475,2269
-4522,1184,3789
-2383,-631,2040
-3120,-3067,2882
-3179,1925,3081
-3132,1211,3389
-3930,1890,2729
-1859,433 1,590
-4508,-1114,3737
-3018,2310,2286
-2875,1386,2495
-3148,1330,2623
-3156,-2740,3234
-4154,-384,3164
-2928,207 2,63
-2793,4397,2316
-3847,-989,2875
-2821,-98 2,819
-3974,-3291,3124
-2610,651 2,834
-3612,1288,3045
-2899,2488,2156
-3108,-2747,3134
-3648,644 2,381
-2648,-597,2358
-3584,4396,2568
-2791,-321,2212
-3369,-604,3408
-4448,-2681,3415
-2592,-656,3480
-4486,2963,3742
-1762,2794,1918
-3826,-230,3113
-3587,-887,2832
-2055,527 1,925
-4388,1585,3491
-2074,2031,2590
-3994,-1570,3711
-3631,-1422,3493
-2635,-261,2846
-4384,3330,3598
-2037,1473,1879
-3309,168 2,376
-3767,-1645,3425
-2910,-1242,3028
-3421,1578,2641
-2281,2662,2103
-4354,-467,4416
-3380,42 33,94
-2814,-2302,2209
-3510,4577,2204
-2970,15 34,97
-3622,2773,2723
-2154,-3243,2050
-3400,-32 3,333
-4203,-697,4381
-2240,2672,1806
-3703,940 3,33
-2694,-479,2626
-4106,-3078,3288
-2924,2024,2011
-2326,-465,2617
-4161,3033,4123
-2409,-2648,2210
-3199,1323,2411
-3238,387 2,690
-3031,2766,2596
-3950,864 2,115
-2154,-1813,2068
-4732,1247,4082
-3288,-1940,2993
-2642,3355,2282
-3264,-666,2979
-3307,217 3,578
-4095,-1938,2486
-1795,1097,1641
-3355,2654,2612
-4306,-386,4090
-1946,110 2,6
-3583,-1947,2862
-3125,1182,3740
-4374,2021,3457
-2644,2569,1409
-2187,-1101,2169
-5164,-2429,4295
-2207,68 27,43
-3583,1024,2089
-2264,3352,2193
-4133,-1452,4403
-4210,741 2,880
-1770,-2045,1640
-3977,1370,3429
-3326,747 4,142
-3704,-679,3358
-2862,-1022,2233
-3371,-1178,3805
-4552,1475,3633
-2059,89 21,98
-3287,972 2,560
-3369,-2629,3679
-3638,-940,3511
-2940,1251,1759
-1885,2122,2087
-4575,-1177,3811
-3231,-253,2871
-2567,-933,2104
-3749,197 4,2
-3117,2763,3188
-3868,-1243,2985
-2205,-726,1678
-3399,3 342,6
-3556,1430,2599
-2522,2248,1971
-3175,-859,2856
-3052,-665,3239
-4703,-1666,4767
-2497,616 2,13
-3446,1112,3152
-3778,905 2,949
-2750,-1135,2624
-3888,39 27,85
-1714,1526,1744
-4105,-380,3943
-3049,2090,2523
-2426,-2118,1847
-4207,946 3,332
-2453,541 2,399
-4099,1651,3190
-2743,649 2,426
